,Date_started,Casual,Member,Member_Casual_count,Temporada,Dia_semana,Dia_laboral,Feriado_WDC,Year,Month,Day,Temperatura mínima diaria,Temperatura máxima diaria,Velocidad del viento máxima constante,Precipitaciones totales diarias,Presión,Descripción
0,2020-04-01,410,1355,1765,2,3,1,0,2020,4,1,6.0,14.0,29.0,3.0,1009.9000244140624,1.0
1,2020-04-02,520,1565,2085,2,4,1,0,2020,4,2,6.0,17.0,45.0,0.0,1011.7000122070312,0.0
2,2020-04-03,679,1814,2493,2,5,1,0,2020,4,3,9.0,19.0,45.0,0.0,1009.5999755859376,0.0
3,2020-04-04,1195,1965,3160,2,6,0,0,2020,4,4,11.0,14.0,32.0,0.0,1013.2000122070312,0.0
4,2020-04-05,1929,2523,4452,2,7,0,0,2020,4,5,10.0,13.0,13.0,0.0,1018.2999877929688,0.0
5,2020-04-06,955,1915,2870,2,1,1,0,2020,4,6,14.0,17.0,13.0,0.0,1016.7999877929688,1.0
6,2020-04-07,555,1425,1980,2,2,1,0,2020,4,7,12.0,16.0,11.0,0.0,1016.4000244140624,0.0
7,2020-04-08,1196,2007,3203,2,3,1,0,2020,4,8,14.0,16.0,13.0,9.300000190734863,1005.0999755859376,0.0
8,2020-04-09,546,1361,1907,2,4,1,0,2020,4,9,13.0,26.0,50.0,3.5,998.2999877929688,2.0
9,2020-04-10,442,1161,1603,2,5,1,0,2020,4,10,9.0,12.0,45.0,0.0,1001.4000244140624,0.0
10,2020-04-11,1774,2313,4087,2,6,0,0,2020,4,11,6.0,8.0,16.0,0.0,1013.0999755859376,0.0
11,2020-04-12,1305,1949,3254,2,7,0,0,2020,4,12,8.0,13.0,9.0,0.0,1017.9000244140624,0.0
12,2020-04-13,539,1198,1737,2,1,1,0,2020,4,13,16.0,17.0,26.0,5.300000190734863,1014.2999877929688,1.0
13,2020-04-14,648,1441,2089,2,2,1,0,2020,4,14,10.0,20.0,37.0,59.09999847412109,1015.5,0.0
14,2020-04-15,668,1617,2285,2,3,1,0,2020,4,15,3.0,16.0,34.0,7.599999904632568,1017.4000244140624,1.0
15,2020-04-16,614,1467,2081,2,4,0,1,2020,4,16,3.0,13.0,34.0,4.0,1020.2999877929688,0.0
16,2020-04-17,652,1525,2177,2,5,1,0,2020,4,17,3.0,14.0,26.0,0.0,1024.0999755859375,0.0
17,2020-04-18,1014,1624,2638,2,6,0,0,2020,4,18,9.0,12.0,20.78046875,0.0,1011.0999755859376,0.0
18,2020-04-19,2244,2448,4692,2,7,0,0,2020,4,19,6.0,9.0,11.0,1.5,1016.0,0.0
19,2020-04-20,810,1515,2325,2,1,1,0,2020,4,20,12.0,18.0,22.0,0.0,1004.7999877929688,1.0
20,2020-04-21,619,1290,1909,2,2,1,0,2020,4,21,9.0,20.0,59.0,0.0,1003.4000244140624,1.0
21,2020-04-22,975,1745,2720,2,3,1,0,2020,4,22,5.0,11.0,42.0,0.5,1010.9000244140624,0.0
22,2020-04-23,370,905,1275,2,4,1,0,2020,4,23,11.0,14.0,13.0,0.0,1017.2000122070312,0.0
23,2020-04-24,562,1275,1837,2,5,1,0,2020,4,24,12.0,13.0,15.0,18.700000762939453,1008.0999755859376,1.0
24,2020-04-25,2170,2556,4726,2,6,0,0,2020,4,25,9.0,18.0,22.0,1.2000000476837158,1015.0,1.0
25,2020-04-26,625,1216,1841,2,7,0,0,2020,4,26,11.0,14.0,22.0,1.2000000476837158,1016.0,1.0
26,2020-04-27,626,1424,2050,2,1,1,0,2020,4,27,7.0,15.0,34.0,3.5,1014.5999755859376,1.0
27,2020-04-28,491,1200,1691,2,2,1,0,2020,4,28,8.0,13.0,9.0,2.200000047683716,1021.0999755859376,0.0
28,2020-04-29,1462,2296,3758,2,3,1,0,2020,4,29,10.0,12.0,9.0,0.5,1019.5999755859376,0.0
29,2020-04-30,214,567,781,2,4,1,0,2020,4,30,16.0,20.0,37.0,0.2000000029802322,1009.7000122070312,1.0
30,2020-05-01,1051,1918,2969,2,5,1,0,2020,5,1,12.0,19.0,26.0,28.399999618530277,1008.0999755859376,1.0
31,2020-05-02,5119,3909,9028,2,6,0,0,2020,5,2,12.0,16.0,24.0,2.200000047683716,1014.0,0.0
32,2020-05-03,1697,1966,3663,2,7,0,0,2020,5,3,16.0,25.0,22.0,0.0,1011.5,1.0
33,2020-05-04,1676,2042,3718,2,1,1,0,2020,5,4,17.0,21.0,24.0,23.600000381469727,1006.0,2.0
34,2020-05-05,825,1549,2374,2,2,1,0,2020,5,5,12.0,17.0,26.0,2.200000047683716,1014.9000244140624,0.0
35,2020-05-06,431,954,1385,2,3,1,0,2020,5,6,9.0,10.0,11.0,4.800000190734863,1012.0,1.0
36,2020-05-07,1644,2291,3935,2,4,1,0,2020,5,7,8.0,10.0,28.0,1.7000000476837158,1017.559125735986,1.0
37,2020-05-08,568,1250,1818,2,5,1,0,2020,5,8,7.0,21.0,35.0,0.0,1009.2999877929688,1.0
38,2020-05-09,1312,1601,2913,2,6,0,0,2020,5,9,3.0,21.0,45.0,3.0,1015.5,1.0
39,2020-05-10,2982,2845,5827,2,7,0,0,2020,5,10,3.0,18.0,32.0,0.0,1022.2000122070312,1.0
40,2020-05-11,874,1385,2259,2,1,1,0,2020,5,11,3.0,18.0,41.0,0.0,1014.2999877929688,1.0
41,2020-05-12,1141,1887,3028,2,2,1,0,2020,5,12,8.0,11.0,24.0,0.5,1019.5999755859376,0.0
42,2020-05-13,1825,2320,4145,2,3,1,0,2020,5,13,6.0,18.0,20.78046875,0.0,1023.4000244140624,0.0
43,2020-05-14,1507,2103,3610,2,4,1,0,2020,5,14,12.0,16.0,13.0,0.0,1025.4000244140625,0.0
44,2020-05-15,3014,2804,5818,2,5,1,0,2020,5,15,17.0,29.0,34.0,0.5,1016.7000122070312,1.0
45,2020-05-16,5302,3717,9019,2,6,0,0,2020,5,16,21.0,26.0,22.0,0.0,1013.5999755859376,0.0
46,2020-05-17,3045,2614,5659,2,7,0,0,2020,5,17,16.0,28.0,21.0,0.0,1021.0999755859376,0.0
47,2020-05-18,1191,1750,2941,2,1,1,0,2020,5,18,14.0,21.0,28.0,0.0,1017.7999877929688,1.0
48,2020-05-19,1329,1873,3202,2,2,1,0,2020,5,19,14.0,21.0,42.0,0.0,1019.2999877929688,0.0
49,2020-05-20,1436,1981,3417,2,3,1,0,2020,5,20,12.0,21.0,41.0,0.0,1025.9000244140625,0.0
50,2020-05-21,1659,2071,3730,2,4,1,0,2020,5,21,10.0,23.0,28.0,0.0,1026.5999755859375,0.0
51,2020-05-22,1325,1733,3058,2,5,1,0,2020,5,22,10.0,26.0,21.0,3.5,1019.7000122070312,1.0
52,2020-05-23,5496,3676,9172,2,6,0,0,2020,5,23,16.0,28.0,24.0,18.5,1015.5999755859376,1.0
53,2020-05-24,3591,2748,6339,2,7,0,0,2020,5,24,16.0,28.0,26.0,7.300000190734863,1020.7999877929688,1.0
54,2020-05-25,5382,3475,8857,2,1,0,1,2020,5,25,16.0,26.0,15.0,0.0,1022.5,0.0
55,2020-05-26,2438,2489,4927,2,2,1,0,2020,5,26,17.0,27.0,16.0,0.0,1022.2000122070312,0.0
56,2020-05-27,2211,2591,4802,2,3,1,0,2020,5,27,17.0,27.0,20.78046875,0.0,1021.7999877929688,0.0
57,2020-05-28,1547,1924,3471,2,4,1,0,2020,5,28,19.0,27.0,26.0,0.2000000029802322,1018.5999755859376,1.0
58,2020-05-29,2803,2812,5615,2,5,1,0,2020,5,29,22.0,31.0,32.0,1.7000000476837158,1015.0999755859376,0.0
59,2020-05-30,6483,4256,10739,2,6,0,0,2020,5,30,21.0,31.0,34.0,0.2000000029802322,1013.9000244140624,1.0
60,2020-05-31,4642,2971,7613,2,7,0,0,2020,5,31,16.0,29.0,29.0,0.0,1018.5,0.0
61,2020-06-01,2474,2539,5013,3,1,1,0,2020,6,1,12.0,24.0,24.0,0.0,1023.9000244140624,0.0
62,2020-06-02,2847,2539,5386,3,2,1,0,2020,6,2,12.0,25.0,22.0,0.0,1019.0999755859376,1.0
63,2020-06-03,3653,2862,6515,3,3,1,0,2020,6,3,14.0,34.0,29.0,0.0,1008.5,0.0
64,2020-06-04,2699,2466,5165,3,4,1,0,2020,6,4,20.0,34.0,21.0,0.0,1010.0999755859376,2.0
65,2020-06-05,2524,2520,5044,3,5,1,0,2020,6,5,21.0,33.0,58.0,22.299999237060547,1012.4000244140624,2.0
66,2020-06-06,10395,5087,15482,3,6,0,0,2020,6,6,21.0,33.0,28.0,22.799999237060547,1010.7999877929688,1.0
67,2020-06-07,6718,3917,10635,3,7,0,0,2020,6,7,19.0,33.0,24.0,0.0,1013.0,1.0
68,2020-06-08,4010,3008,7018,3,1,1,0,2020,6,8,18.0,28.0,21.0,0.0,1016.9000244140624,0.0
69,2020-06-09,3842,2914,6756,3,2,1,0,2020,6,9,18.0,32.0,24.0,0.0,1015.2999877929688,0.0
70,2020-06-10,2596,2815,5411,3,3,1,0,2020,6,10,19.0,32.0,29.0,0.0,1013.2999877929688,0.0
71,2020-06-11,2207,2493,4700,3,4,1,0,2020,6,11,23.0,32.0,37.0,4.300000190734863,1015.2999877929688,2.0
72,2020-06-12,3800,3624,7424,3,5,1,0,2020,6,12,20.0,31.0,21.0,5.300000190734863,1020.0,0.0
73,2020-06-13,7497,4603,12100,3,6,0,0,2020,6,13,18.0,31.0,24.0,0.0,1021.0999755859376,0.0
74,2020-06-14,6350,3985,10335,3,7,0,0,2020,6,14,17.0,27.0,24.0,0.0,1025.300048828125,1.0
75,2020-06-15,3048,2994,6042,3,1,1,0,2020,6,15,17.0,26.0,26.0,0.0,1027.199951171875,0.0
76,2020-06-16,2965,3238,6203,3,2,1,0,2020,6,16,17.0,26.0,29.0,0.0,1026.699951171875,0.0
77,2020-06-17,1187,1724,2911,3,3,1,0,2020,6,17,18.0,26.0,29.0,0.0,1022.7000122070312,2.0
78,2020-06-18,2734,3168,5902,3,4,1,0,2020,6,18,18.0,27.0,28.0,21.5,1019.2000122070312,1.0
79,2020-06-19,3842,3417,7259,3,5,1,0,2020,6,19,20.0,29.0,22.0,0.0,1019.0,2.0
80,2020-06-20,3402,2903,6305,3,6,0,0,2020,6,20,21.0,29.0,20.78046875,0.2000000029802322,1017.5999755859376,2.0
81,2020-06-21,5229,3808,9037,3,7,0,0,2020,6,21,21.0,30.0,21.0,11.899999618530272,1015.9000244140624,0.0
82,2020-06-22,2216,2743,4959,3,1,1,0,2020,6,22,21.0,32.0,24.0,0.0,1014.7000122070312,2.0
83,2020-06-23,2871,3319,6190,3,2,1,0,2020,6,23,22.0,32.0,24.0,0.0,1009.5,1.0
84,2020-06-24,3598,3803,7401,3,3,1,0,2020,6,24,22.0,32.0,24.0,0.0,1008.2000122070312,0.0
85,2020-06-25,2864,3210,6074,3,4,1,0,2020,6,25,22.0,30.0,20.78046875,0.0,1013.7999877929688,0.0
86,2020-06-26,4149,3949,8098,3,5,1,0,2020,6,26,19.0,32.0,32.0,0.0,1016.2999877929688,0.0
87,2020-06-27,5334,3724,9058,3,6,0,0,2020,6,27,19.0,34.0,32.0,0.0,1011.9000244140624,1.0
88,2020-06-28,4949,3641,8590,3,7,0,0,2020,6,28,24.0,34.0,21.0,0.5,1008.5,0.0
89,2020-06-29,3057,3311,6368,3,1,1,0,2020,6,29,24.0,33.0,28.0,0.0,1010.0,0.0
90,2020-06-30,3253,3413,6666,3,2,1,0,2020,6,30,23.0,33.0,22.0,0.0,1012.0,0.0
91,2020-07-01,3058,3330,6388,3,3,1,0,2020,7,1,23.0,33.0,21.0,0.2000000029802322,1011.5,1.0
92,2020-07-02,3637,3819,7456,3,4,1,0,2020,7,2,23.0,25.0,9.0,3.0,1011.7000122070312,0.0
93,2020-07-03,4957,3535,8492,3,5,0,1,2020,7,3,22.0,36.0,22.0,0.0,1011.9000244140624,0.0
94,2020-07-04,7563,3708,11271,3,6,0,0,2020,7,4,24.0,36.0,28.0,0.0,1012.2000122070312,2.0
95,2020-07-05,4221,2781,7002,3,7,0,0,2020,7,5,24.0,34.0,26.0,0.0,1014.5,2.0
96,2020-07-06,2348,2635,4983,3,1,1,0,2020,7,6,24.0,36.0,71.0,0.0,1015.7999877929688,2.0
97,2020-07-07,2602,3163,5765,3,2,1,0,2020,7,7,22.0,36.0,39.0,62.70000076293945,1017.2999877929688,2.0
98,2020-07-08,3306,3414,6720,3,3,1,0,2020,7,8,22.0,33.0,21.0,51.79999923706055,1015.5,0.0
99,2020-07-09,3068,3627,6695,3,4,1,0,2020,7,9,24.0,33.0,20.78046875,0.0,1014.2000122070312,0.0
100,2020-07-10,3795,3747,7542,3,5,1,0,2020,7,10,24.0,33.0,26.0,0.0,1010.9000244140624,0.0
101,2020-07-11,5849,4323,10172,3,6,0,0,2020,7,11,24.0,34.0,28.0,0.0,1006.7999877929688,0.0
102,2020-07-12,4907,3727,8634,3,7,0,0,2020,7,12,23.0,34.0,21.0,0.0,1008.2999877929688,1.0
103,2020-07-13,3179,3478,6657,3,1,1,0,2020,7,13,22.0,33.0,21.0,0.2000000029802322,1010.0,1.0
104,2020-07-14,3171,3933,7104,3,2,1,0,2020,7,14,22.0,33.0,22.0,3.5,1014.7000122070312,1.0
105,2020-07-15,3408,3784,7192,3,3,1,0,2020,7,15,22.0,33.0,20.78046875,0.0,1019.5,0.0
106,2020-07-16,3414,3999,7413,3,4,1,0,2020,7,16,22.0,33.0,24.0,0.0,1022.0999755859376,0.0
107,2020-07-17,3881,4000,7881,3,5,1,0,2020,7,17,24.0,35.0,24.0,0.0,1019.7999877929688,0.0
108,2020-07-18,5843,4059,9902,3,6,0,0,2020,7,18,28.0,30.0,13.0,0.0,1018.0999755859376,0.0
109,2020-07-19,4576,3346,7922,3,7,0,0,2020,7,19,28.0,31.0,15.0,0.0,1016.4000244140624,0.0
110,2020-07-20,2419,3047,5466,3,1,1,0,2020,7,20,26.0,37.0,26.0,0.0,1012.7000122070312,2.0
111,2020-07-21,2615,3286,5901,3,2,1,0,2020,7,21,26.0,37.0,32.0,3.799999952316284,1015.4000244140624,2.0
112,2020-07-22,1960,2511,4471,3,3,1,0,2020,7,22,23.0,34.0,65.0,13.199999809265137,1017.0999755859376,2.0
113,2020-07-23,2879,3608,6487,3,4,1,0,2020,7,23,23.0,34.0,21.0,14.199999809265137,1017.5999755859376,1.0
114,2020-07-24,3492,3612,7104,3,5,1,0,2020,7,24,22.0,33.0,45.0,58.59999847412109,1018.2000122070312,2.0
115,2020-07-25,6614,4455,11069,3,6,0,0,2020,7,25,23.0,34.0,20.78046875,0.2000000029802322,1018.7999877929688,0.0
116,2020-07-26,4939,3706,8645,3,7,0,0,2020,7,26,23.0,35.0,24.0,0.0,1017.7000122070312,0.0
117,2020-07-27,3231,3627,6858,3,1,1,0,2020,7,27,26.0,36.0,22.0,0.0,1013.5999755859376,0.0
118,2020-07-28,3243,3789,7032,3,2,1,0,2020,7,28,26.0,36.0,24.0,0.0,1011.0,1.0
119,2020-07-29,3679,3869,7548,3,3,1,0,2020,7,29,24.0,34.0,22.0,0.0,1013.7000122070312,0.0
120,2020-07-30,2886,3504,6390,3,4,1,0,2020,7,30,24.0,34.0,41.0,0.0,1012.0999755859376,2.0
121,2020-07-31,2997,3188,6185,3,5,1,0,2020,7,31,23.0,34.0,37.0,4.5,1009.7999877929688,1.0
122,2020-08-01,6496,4503,10999,3,6,0,0,2020,8,1,23.0,31.0,20.78046875,1.0,1012.5999755859376,1.0
123,2020-08-02,5436,3984,9420,3,7,0,0,2020,8,2,24.0,33.0,50.0,0.0,1012.2999877929688,1.0
124,2020-08-03,2159,2625,4784,3,1,1,0,2020,8,3,23.0,31.0,42.0,1.7000000476837158,1016.0999755859376,2.0
125,2020-08-04,2893,2837,5730,3,2,1,0,2020,8,4,21.0,31.0,41.0,42.900001525878906,1013.0,1.0
126,2020-08-05,4106,4367,8473,3,3,1,0,2020,8,5,21.0,32.0,21.0,31.700000762939453,1016.0999755859376,1.0
127,2020-08-06,2822,3256,6078,3,4,1,0,2020,8,6,22.0,31.0,21.0,4.0,1017.9000244140624,2.0
128,2020-08-07,3973,4075,8048,3,5,1,0,2020,8,7,22.0,31.0,21.0,11.600000381469728,1018.2000122070312,1.0
129,2020-08-08,7144,4876,12020,3,6,0,0,2020,8,8,23.0,31.0,29.0,7.599999904632568,1020.2000122070312,2.0
130,2020-08-09,5420,4108,9528,3,7,0,0,2020,8,9,23.0,31.0,21.0,0.0,1020.2000122070312,2.0
131,2020-08-10,3230,3492,6722,3,1,1,0,2020,8,10,23.0,33.0,24.0,0.0,1017.7000122070312,1.0
132,2020-08-11,3372,4014,7386,3,2,1,0,2020,8,11,24.0,33.0,21.0,0.0,1014.5999755859376,0.0
133,2020-08-12,2784,3375,6159,3,3,1,0,2020,8,12,24.0,33.0,24.0,6.300000190734863,1015.5999755859376,2.0
134,2020-08-13,2611,3146,5757,3,4,1,0,2020,8,13,23.0,28.0,21.0,3.0,1017.4000244140624,2.0
135,2020-08-14,3984,4237,8221,3,5,1,0,2020,8,14,23.0,31.0,22.0,13.699999809265137,1015.4000244140624,1.0
136,2020-08-15,4990,4191,9181,3,6,0,0,2020,8,15,24.0,31.0,21.0,1.5,1015.0,1.0
137,2020-08-16,3737,3399,7136,3,7,0,0,2020,8,16,19.0,27.0,28.0,30.899999618530277,1013.9000244140624,1.0
138,2020-08-17,2848,3480,6328,3,1,1,0,2020,8,17,19.0,28.0,22.0,0.5,1013.7999877929688,2.0
139,2020-08-18,3788,4397,8185,3,2,1,0,2020,8,18,19.0,31.0,21.0,3.5,1012.2000122070312,0.0
140,2020-08-19,3232,3904,7136,3,3,1,0,2020,8,19,20.0,31.0,21.0,2.200000047683716,1013.2000122070312,1.0
141,2020-08-20,3770,4566,8336,3,4,1,0,2020,8,20,20.0,29.0,16.0,0.0,1016.7000122070312,0.0
142,2020-08-21,4123,4606,8729,3,5,1,0,2020,8,21,20.0,29.0,16.0,0.0,1015.7999877929688,0.0
143,2020-08-22,6010,4852,10862,3,6,0,0,2020,8,22,21.0,29.0,16.0,0.0,1014.7999877929688,1.0
144,2020-08-23,5532,4483,10015,3,7,0,0,2020,8,23,23.0,32.0,22.0,0.0,1016.7000122070312,0.0
145,2020-08-24,2770,3924,6694,3,1,1,0,2020,8,24,24.0,32.0,26.0,0.0,1017.2000122070312,1.0
146,2020-08-25,2827,4004,6831,3,2,1,0,2020,8,25,23.0,33.0,45.0,1.2000000476837158,1014.0999755859376,2.0
147,2020-08-26,3704,4710,8414,3,3,1,0,2020,8,26,22.0,33.0,22.0,0.2000000029802322,1015.2999877929688,1.0
148,2020-08-27,4145,4539,8684,3,4,1,0,2020,8,27,22.0,34.0,32.0,0.0,1012.5,0.0
149,2020-08-28,6347,4285,10632,3,5,1,0,2020,8,28,23.0,34.0,54.0,0.0,1011.7000122070312,2.0
150,2020-08-29,4834,3729,8563,3,6,0,0,2020,8,29,22.0,34.0,22.0,39.79999923706055,1005.4000244140624,2.0
151,2020-08-30,7009,5470,12479,3,7,0,0,2020,8,30,19.0,31.0,24.0,9.899999618530272,1008.0,0.0
152,2020-08-31,1622,2451,4073,3,1,1,0,2020,8,31,19.0,28.0,15.0,0.0,1015.5,1.0
153,2020-09-01,3042,4183,7225,4,2,1,0,2020,9,1,20.0,28.0,16.0,12.699999809265137,1017.2999877929688,1.0
154,2020-09-02,2838,4213,7051,4,3,1,0,2020,9,2,20.0,31.0,26.0,0.5,1012.7000122070312,1.0
155,2020-09-03,2131,3441,5572,4,4,1,0,2020,9,3,23.0,33.0,35.0,0.2000000029802322,1010.4000244140624,2.0
156,2020-09-04,4012,4821,8833,4,5,1,0,2020,9,4,23.0,33.0,24.0,9.600000381469728,1011.7000122070312,2.0
157,2020-09-05,7784,5120,12904,4,6,0,0,2020,9,5,17.0,33.0,20.78046875,0.0,1021.7999877929688,0.0
158,2020-09-06,7487,4859,12346,4,7,0,0,2020,9,6,17.0,28.0,20.78046875,0.0,1022.5,0.0
159,2020-09-07,5966,4623,10589,4,1,0,1,2020,9,7,20.0,23.0,16.0,0.0,1020.2000122070312,0.0
160,2020-09-08,2986,4067,7053,4,2,1,0,2020,9,8,18.0,31.0,13.0,0.0,1019.4000244140624,0.0
161,2020-09-09,1778,3056,4834,4,3,1,0,2020,9,9,19.0,31.0,20.78046875,0.0,1022.4000244140624,1.0
162,2020-09-10,1499,2581,4080,4,4,1,0,2020,9,10,23.0,27.0,29.0,16.200000762939453,1022.5999755859376,5.0
163,2020-09-11,3685,4897,8582,4,5,1,0,2020,9,11,23.0,27.0,26.0,73.0999984741211,1020.5999755859376,0.0
164,2020-09-12,5664,5005,10669,4,6,0,0,2020,9,12,21.0,27.0,22.0,0.0,1022.7999877929688,1.0
165,2020-09-13,5896,5033,10929,4,7,0,0,2020,9,13,17.0,27.0,20.78046875,0.0,1020.5999755859376,0.0
166,2020-09-14,3003,4381,7384,4,1,1,0,2020,9,14,17.0,27.0,26.0,0.0,1019.7000122070312,1.0
167,2020-09-15,2988,4583,7571,4,2,1,0,2020,9,15,13.0,26.0,24.0,0.0,1025.800048828125,0.0
168,2020-09-16,3221,4450,7671,4,3,1,0,2020,9,16,13.0,23.0,16.0,0.0,1023.5999755859376,0.0
169,2020-09-17,1893,3072,4965,4,4,1,0,2020,9,17,19.0,20.0,11.0,0.0,1019.9000244140624,0.0
170,2020-09-18,4156,5259,9415,4,5,1,0,2020,9,18,20.0,22.0,13.0,9.899999618530272,1013.5,1.0
171,2020-09-19,7101,5652,12753,4,6,0,0,2020,9,19,9.0,24.0,32.0,1.7000000476837158,1025.0,0.0
172,2020-09-20,5793,4853,10646,4,7,0,0,2020,9,20,8.0,21.0,22.0,0.0,1030.5,0.0
173,2020-09-21,2861,4224,7085,4,1,1,0,2020,9,21,11.0,15.0,16.0,0.0,1033.5999755859375,0.0
174,2020-09-22,3014,4488,7502,4,2,1,0,2020,9,22,11.0,16.0,8.0,0.0,1028.800048828125,0.0
175,2020-09-23,3729,5054,8783,4,3,1,0,2020,9,23,9.0,27.0,20.78046875,0.0,1016.0999755859376,0.0
176,2020-09-24,3381,4662,8043,4,4,1,0,2020,9,24,17.0,21.0,13.0,0.0,1015.4000244140624,0.0
177,2020-09-25,2913,3725,6638,4,5,1,0,2020,9,25,17.0,19.0,11.0,0.0,1017.5999755859376,0.0
178,2020-09-26,5448,4653,10101,4,6,0,0,2020,9,26,17.0,19.0,16.0,10.100000381469728,1018.9000244140624,1.0
179,2020-09-27,5174,4628,9802,4,7,0,0,2020,9,27,20.0,21.0,9.0,7.300000190734863,1017.559125735986,1.0
180,2020-09-28,2955,4237,7192,4,1,1,0,2020,9,28,20.0,22.0,16.0,1.2000000476837158,1012.9000244140624,0.0
181,2020-09-29,2230,3910,6140,4,2,1,0,2020,9,29,22.0,23.0,20.78046875,0.0,1011.2000122070312,0.0
182,2020-09-30,2827,4714,7541,4,3,1,0,2020,9,30,13.0,27.0,28.0,7.599999904632568,1008.2999877929688,1.0
183,2020-10-01,2385,4484,6869,4,4,1,0,2020,10,1,14.0,24.0,22.0,2.5,1013.2000122070312,1.0
184,2020-10-02,3558,4944,8502,4,5,1,0,2020,10,2,14.0,18.0,11.0,1.0,1015.2000122070312,1.0
185,2020-10-03,6829,5282,12111,4,6,0,0,2020,10,3,11.0,14.0,21.0,1.7000000476837158,1021.2000122070312,0.0
186,2020-10-04,4669,4357,9026,4,7,0,0,2020,10,4,11.0,16.0,8.0,0.0,1024.9000244140625,0.0
187,2020-10-05,2588,4066,6654,4,1,1,0,2020,10,5,14.0,17.0,9.0,0.0,1019.2999877929688,0.0
188,2020-10-06,2882,4452,7334,4,2,1,0,2020,10,6,12.0,17.0,9.0,0.0,1022.7000122070312,0.0
189,2020-10-07,3123,5005,8128,4,3,1,0,2020,10,7,14.0,17.0,13.0,0.0,1014.9000244140624,0.0
190,2020-10-08,2926,4711,7637,4,4,1,0,2020,10,8,17.0,23.0,16.0,0.0,1011.5,0.0
191,2020-10-09,3961,5021,8982,4,5,1,0,2020,10,9,12.0,16.0,11.0,0.0,1022.5,0.0
192,2020-10-10,6675,4937,11612,4,6,0,0,2020,10,10,10.0,23.0,20.78046875,0.0,1018.7999877929688,0.0
193,2020-10-11,2576,2575,5151,4,7,0,0,2020,10,11,16.0,23.0,20.78046875,0.0,1016.7000122070312,1.0
194,2020-10-12,1060,2073,3133,4,1,0,1,2020,10,12,15.0,22.0,35.0,36.29999923706055,1015.5999755859376,1.0
195,2020-10-13,2500,4295,6795,4,2,1,0,2020,10,13,13.0,22.0,28.0,2.700000047683716,1013.7999877929688,1.0
196,2020-10-14,2860,4742,7602,4,3,1,0,2020,10,14,11.0,17.0,15.0,0.0,1015.9000244140624,0.0
197,2020-10-15,3052,4858,7910,4,4,1,0,2020,10,15,14.0,17.0,15.0,0.0,1016.9000244140624,0.0
198,2020-10-16,2124,3089,5213,4,5,1,0,2020,10,16,19.0,21.0,15.0,0.0,1014.5,1.0
199,2020-10-17,6013,5091,11104,4,6,0,0,2020,10,17,7.0,19.0,21.0,2.200000047683716,1025.800048828125,0.0
200,2020-10-18,4612,4408,9020,4,7,0,0,2020,10,18,7.0,19.0,16.0,0.0,1029.5999755859375,0.0
201,2020-10-19,2596,4052,6648,4,1,1,0,2020,10,19,7.0,22.0,15.0,0.0,1025.9000244140625,0.0
202,2020-10-20,2720,4479,7199,4,2,1,0,2020,10,20,15.0,18.0,16.0,0.0,1023.7999877929688,0.0
203,2020-10-21,2617,4455,7072,4,3,1,0,2020,10,21,17.0,19.0,13.0,0.0,1023.9000244140624,0.0
204,2020-10-22,2836,4607,7443,4,4,1,0,2020,10,22,17.0,21.0,8.0,0.0,1023.4000244140624,0.0
205,2020-10-23,3672,5047,8719,4,5,1,0,2020,10,23,16.0,27.0,16.0,0.0,1021.2000122070312,0.0
206,2020-10-24,6416,5210,11626,4,6,0,0,2020,10,24,17.0,26.0,26.0,0.0,1015.5,0.0
207,2020-10-25,1289,1723,3012,4,7,0,0,2020,10,25,8.0,26.0,26.0,8.300000190734863,1021.0,1.0
208,2020-10-26,2115,3640,5755,4,1,1,0,2020,10,26,9.0,17.0,21.0,3.0,1021.4000244140624,1.0
209,2020-10-27,2294,4171,6465,4,2,1,0,2020,10,27,14.0,15.0,8.0,0.0,1020.5,0.0
210,2020-10-28,2464,4719,7183,4,3,1,0,2020,10,28,16.0,17.0,15.0,0.0,1020.5,0.0
211,2020-10-29,662,1532,2194,4,4,1,0,2020,10,29,15.0,19.0,20.78046875,0.0,1013.7999877929688,1.0
212,2020-10-30,2276,4205,6481,4,5,1,0,2020,10,30,10.0,12.0,29.0,57.400001525878906,1002.9000244140624,1.0
213,2020-10-31,3266,3986,7252,4,6,0,0,2020,10,31,7.0,10.0,24.0,7.800000190734863,1027.0,0.0
214,2020-11-01,1418,2258,3676,4,7,0,0,2020,11,1,9.0,10.0,15.0,0.0,1025.9000244140625,0.0
215,2020-11-02,1351,3119,4470,4,1,1,0,2020,11,2,4.0,12.0,45.0,13.199999809265137,1014.7000122070312,0.0
216,2020-11-03,2663,4165,6828,4,2,1,0,2020,11,3,4.0,18.0,34.0,0.0,1019.7000122070312,0.0
217,2020-11-04,2123,3420,5543,4,3,1,0,2020,11,4,6.0,11.0,8.0,0.0,1026.5,0.0
218,2020-11-05,2291,3856,6147,4,4,1,0,2020,11,5,9.0,12.0,13.0,0.0,1031.0999755859375,0.0
219,2020-11-06,3248,4517,7765,4,5,1,0,2020,11,6,11.0,14.0,5.0,0.0,1027.199951171875,0.0
220,2020-11-07,8428,6207,14635,4,6,0,0,2020,11,7,9.0,13.0,11.0,0.0,1025.699951171875,0.0
221,2020-11-08,5151,4767,9918,4,7,0,0,2020,11,8,8.0,23.0,15.0,0.0,1027.9000244140625,0.0
